id,referrer_url,heard_ea,is_ea,metaethics,cause_import_poverty,cause_import_environmentalism,cause_import_animals,cause_import_rationality,cause_import_politics,cause_import_ai,cause_import_xrisk,cause_import_non_ai_far_future,cause_import_cause_prioritization,cause_import_meta,cause_import_other,diet,first_heard_EA,invovled_personal_contact,involved_80K,involved_TLYCS,involved_lesswrong,involved_GWWC,involved_givewell,involved_friends,involved_online_ea,involved_local_EA,friendcount,donate_2013_c,income_2013_c,donate_80K,donate_amf,donate_ace,donate_cea,donate_cfar,donate_dtw,donate_gd,donate_gw,donate_gwwc,donate_thl,donate_leverage,donate_miri,donate_phc,donate_sci,donate_vo,career_path,age,gender,student,country,city,religion,ea_id
1482,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,NA,Near vegetarian,Friend,No,No,No,No,No,No,Yes,Yes,No,0-5 friends,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Direct charity/non-profit work,33,Female,N/A,United Kingdom,London,"Atheist, agnostic or non-religious",9b8448bc5f4044b507c83fda10c2a8c4
1483,http://survey.effectivealtruismhub.com/?t3,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,No,No,No,No,No,Yes,NA,Meat-eating,Facebook,No,No,No,No,Yes,No,Yes,No,No,6-10 friends,£150,300,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Other,21,Male,Yes,United Kingdom,Cambridge ,Christian,fb9ca1017c45251ca1598d1d6e28cf2c
1484,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,NA,Reducing the amount of meat I eat,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1485,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1486,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1487,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1488,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,No,No,Yes,No,No,No,No,No,No,No,NA,Vegan,Other,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Over 20 friends,$2000,$12000,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Other,23,Male,Yes,United States,Bay area,"Atheist, agnostic or non-religious",NA
1489,http://survey.effectivealtruismhub.com/?s=9,No,No,"No opinion, or not familiar with these terms",Yes,Yes,No,No,No,No,No,No,No,No,NA,Vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,25,Female,No,France,NA,"Atheist, agnostic or non-religious",NA
1490,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1491,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1493,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,No,Yes,No,No,No,No,Yes,NA,Reducing the amount of meat I eat,Giving What We Can,No,Yes,Yes,No,Yes,Yes,No,No,No,0-5 friends,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,5a069c964cca056c1b62fef3077200a3
1494,http://survey.effectivealtruismhub.com/?t3,Yes,Yes,Deontology,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,NA,Near vegetarian,Giving What We Can,Yes,No,No,No,Yes,No,No,No,No,6-10 friends,university student,N/A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None of these,22,Male,Yes,United Kingdom,Reading,"Atheist, agnostic or non-religious",NA
1495,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1496,http://survey.effectivealtruismhub.com/?s=14,Yes,No,Consequentialist/utilitarian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,ethical entrepreneurship,Meat-eating,LessWrong,No,No,No,Yes,No,No,No,No,No,0-5 friends,15 AUD (~15 USD),50k AUD/year (~50k USD/year),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Research,28,Male,No,Australia,Adelaide,"Atheist, agnostic or non-religious",c3189ed0309a19cae6916559af60ca8f
1497,http://survey.effectivealtruismhub.com/?s=14,No,No,Consequentialist/utilitarian,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,NA,Reducing the amount of meat I eat,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1498,http://survey.effectivealtruismhub.com/?s=14,No,No,Consequentialist/utilitarian,No,No,No,Yes,No,Yes,No,Yes,No,No,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1499,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1500,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Reducing the amount of meat I eat,LessWrong,No,No,No,Yes,No,Yes,No,Yes,No,0-5 friends,1500,80000,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,None of these,38,Female,No,Australia,Sydney,"Atheist, agnostic or non-religious",b6ddfcc5fb8b0541b702d4b367e485d0
1501,http://survey.effectivealtruismhub.com/?s=9,No,Yes,Other,Yes,Yes,Yes,No,No,No,No,No,No,No,NA,Vegan,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Direct charity/non-profit work,67,Female,No,United States,New Milford,"Atheist, agnostic or non-religious",5ecad134a2984319722d2b0f2c375a39
1502,http://survey.effectivealtruismhub.com/?tlcbg,Yes,Yes,Consequentialist/utilitarian,Yes,No,No,No,Yes,No,No,No,No,Yes,NA,Near vegetarian,Giving What We Can,No,No,No,No,Yes,No,No,No,No,0-5 friends,UK £950,Uk £11250,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Research,31,Male,Yes,United Kingdom,Oxford,"Atheist, agnostic or non-religious",e86b9cbbc2b996abc22f26b0561277c3
1503,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1504,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,Consequentialist/utilitarian,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,Meat-eating,"80,000 Hours",No,Yes,No,Yes,No,No,No,No,No,0-5 friends,80€,1500€,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Earning to Give,24,Male,Yes,Germany,Munich,"Atheist, agnostic or non-religious",442df7cfb476b3399d40144d5335036b
1505,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,Other,No,No,Yes,No,No,No,No,No,No,No,NA,Vegan,Friend,No,No,No,No,No,No,Yes,No,No,6-10 friends,about US $400 spent directly in work for Vegan Outreach,"~ US $45, 000",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Other,42,Male,No,United States,Chicago,"Atheist, agnostic or non-religious",ca8e71e42bbb5fb5ab3e6c9419bf1f1f
1506,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1507,http://survey.effectivealtruismhub.com/?s=14,Yes,No,Deontology,Yes,No,No,No,No,No,No,No,No,Yes,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1508,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1509,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1510,http://survey.effectivealtruismhub.com/?s=9,N/A,No,Other,Yes,Yes,Yes,No,No,No,No,No,No,No,NA,Vegan,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1511,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1512,http://survey.effectivealtruismhub.com/?tlcsy,Yes,Yes,Consequentialist/utilitarian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,NA,Vegan,Other,No,No,No,No,No,No,No,Yes,No,0-5 friends,$300,$55000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Other,36,Male,Yes,Australia,Sydney,Christian,0c2e7b9c39fcd184028bc211e75bbda2
1513,http://survey.effectivealtruismhub.com/?s=14,Yes,No,Consequentialist/utilitarian,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Near vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1514,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,NA,Meat-eating,Other,No,No,No,No,No,No,No,No,No,0-5 friends,50000,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,None of these,33,Male,No,United States,NA,Christian,NA
1515,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,Yes,No,No,Yes,No,No,NA,Reducing the amount of meat I eat,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1516,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1517,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1518,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Other,Yes,Yes,No,No,No,No,No,Yes,No,No,NA,Reducing the amount of meat I eat,Other,No,No,No,No,No,No,No,No,No,0-5 friends,75 US $,0 US $,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,17,Male,Yes,United States,"Charlottesville, VA",Christian,03ac8030f36cc98db9c5abbb9a291b12
1519,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1520,http://survey.effectivealtruismhub.com/?s=14,No,Yes,Other,Yes,No,No,No,No,No,No,No,Yes,No,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1521,http://survey.effectivealtruismhub.com/,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1522,http://survey.effectivealtruismhub.com/?s=14,No,N/A,Consequentialist/utilitarian,Yes,No,No,Yes,Yes,No,No,No,No,No,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,1200,13000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Research,55,Male,N/A,United States,Minneapolis,"Atheist, agnostic or non-religious",da25ab0a11f09858d70bd62a335f3288
1523,http://survey.effectivealtruismhub.com/?tlc,Yes,Yes,Consequentialist/utilitarian,Yes,No,No,No,No,No,No,No,No,No,NA,Meat-eating,Giving What We Can,No,No,No,No,Yes,No,No,No,No,0-5 friends,3600,35000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,24,Male,Yes,Australia,Sydney,"Atheist, agnostic or non-religious",7e752fab6dfd35b3642fe5cb3dedd011
1524,http://survey.effectivealtruismhub.com/,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1525,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1526,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,No,No,No,Yes,No,No,No,No,No,No,NA,Meat-eating,LessWrong,No,No,No,Yes,No,No,No,No,No,0-5 friends,$600,$17000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,NA,NA,NA,NA
1527,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1528,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1529,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1530,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,Other,Yes,No,No,No,No,No,No,No,No,Yes,NA,Reducing the amount of meat I eat,"80,000 Hours",No,No,No,No,No,Yes,No,No,No,0-5 friends,18000,~$75000 US,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Earning to Give,28,Male,No,United States,Baltimore,Christian,e3fceabb809e5568c2137f01c8c3fab1
1531,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1532,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1533,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1534,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1535,http://survey.effectivealtruismhub.com/?s=14,No,No,Other,Yes,No,No,Yes,No,No,No,No,No,No,NA,Other,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,077f14dee9697c0f3a292b951166a366
1536,http://survey.effectivealtruismhub.com/?s=9,No,No,NA,No,No,No,No,No,No,No,No,No,No,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1537,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1538,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1539,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1540,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1541,http://survey.effectivealtruismhub.com/?tlcsy,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1542,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1543,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1544,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,NA,Reducing the amount of meat I eat,LessWrong,No,No,No,Yes,No,No,No,No,No,0-5 friends,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,29,Male,No,United States,"Denver, CO","Atheist, agnostic or non-religious",4800e1a76d4a16b900125863b3e075df
1545,http://survey.effectivealtruismhub.com/?s=14,No,No,NA,Yes,Yes,No,Yes,No,No,No,No,Yes,No,NA,Meat-eating,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1546,http://survey.effectivealtruismhub.com/,Yes,N/A,NA,Yes,No,No,Yes,Yes,No,No,No,Yes,No,NA,Vegetarian,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1547,http://survey.effectivealtruismhub.com/?s=9,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,No,No,Yes,No,No,No,NA,Reducing the amount of meat I eat,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
